id,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm
3686,31,365,31.0,31.0,365.0,365.0,31.0,365.0
196429,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
198685,31,365,31.0,31.0,365.0,365.0,31.0,365.0
201116,31,730,31.0,31.0,730.0,730.0,31.0,730.0
204741,31,180,31.0,31.0,180.0,180.0,31.0,180.0
205809,31,300,2.0,31.0,120.0,300.0,29.9,293.0
223203,31,3365,31.0,31.0,3365.0,3365.0,31.0,3365.0
223922,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
251611,31,3365,31.0,31.0,3365.0,3365.0,31.0,3365.0
251615,31,1825,31.0,31.0,1825.0,1825.0,31.0,1825.0
251619,31,1000,31.0,31.0,1000.0,1000.0,31.0,1000.0
262629,7,400,7.0,13.0,400.0,400.0,7.3,400.0
290001,2,14,2.0,2.0,14.0,14.0,2.0,14.0
296196,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
299030,1,90,1.0,1.0,90.0,90.0,1.0,90.0
303723,2,180,2.0,2.0,1125.0,1125.0,2.0,1125.0
306465,2,120,2.0,2.0,120.0,120.0,2.0,120.0
313405,1,90,1.0,1.0,90.0,90.0,1.0,90.0
322610,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
322611,90,240,90.0,90.0,240.0,240.0,90.0,240.0
326938,31,300,31.0,31.0,300.0,300.0,31.0,300.0
339208,4,365,4.0,4.0,1125.0,1125.0,4.0,1125.0
355527,2,30,2.0,2.0,30.0,30.0,2.0,30.0
382111,3,29,3.0,3.0,29.0,29.0,3.0,29.0
409582,2,1125,1.0,6.0,1125.0,1125.0,5.0,1125.0
437005,31,120,31.0,31.0,120.0,120.0,31.0,120.0
453159,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
453315,2,30,2.0,2.0,30.0,30.0,2.0,30.0
501809,31,365,31.0,31.0,365.0,365.0,31.0,365.0
542144,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
560341,30,10000,30.0,30.0,10000.0,10000.0,30.0,10000.0
563607,1,1125,1.0,2.0,1125.0,1125.0,1.3,1125.0
583236,4,14,4.0,4.0,14.0,14.0,4.0,14.0
594394,60,1125,60.0,60.0,1125.0,1125.0,60.0,1125.0
610655,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
626868,3,10,2.0,3.0,10.0,10.0,2.4,10.0
627758,31,365,31.0,31.0,365.0,365.0,31.0,365.0
630062,3,14,3.0,4.0,14.0,14.0,3.1,14.0
638604,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
654835,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
660514,31,180,31.0,31.0,180.0,180.0,31.0,180.0
688914,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
713529,1,29,1.0,1.0,1125.0,1125.0,1.0,1125.0
723716,4,150,4.0,5.0,99.0,150.0,4.0,148.6
748316,2,15,2.0,2.0,1125.0,1125.0,2.0,1125.0
763569,60,1000,60.0,60.0,1000.0,1000.0,60.0,1000.0
794213,100,1125,100.0,100.0,1125.0,1125.0,100.0,1125.0
800076,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
808830,1,30,1.0,1.0,30.0,30.0,1.0,30.0
815855,31,365,31.0,31.0,365.0,365.0,31.0,365.0
828497,3,30,3.0,3.0,30.0,30.0,3.0,30.0
841234,31,365,31.0,31.0,365.0,365.0,31.0,365.0
841260,31,360,31.0,31.0,360.0,360.0,31.0,360.0
842418,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
860336,1,30,1.0,2.0,30.0,89.0,1.0,32.3
860776,31,365,31.0,31.0,365.0,365.0,31.0,365.0
861775,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
871825,31,120,31.0,31.0,120.0,120.0,31.0,120.0
873182,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
883653,3,40,4.0,4.0,1125.0,1125.0,4.0,1125.0
886283,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0
887461,31,365,31.0,31.0,365.0,365.0,31.0,365.0
1901631,2,1125,2.0,150.0,1125.0,1125.0,145.3,1125.0
1936134,3,15,3.0,3.0,1125.0,1125.0,3.0,1125.0
1944504,180,1000,180.0,180.0,1000.0,1000.0,180.0,1000.0
1978626,5,90,5.0,5.0,90.0,90.0,5.0,90.0
1997483,31,500,31.0,31.0,500.0,500.0,31.0,500.0
2033421,90,1100,90.0,90.0,1125.0,1125.0,90.0,1125.0
2060129,31,500,31.0,31.0,500.0,500.0,31.0,500.0
2089771,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
2097166,5,30,5.0,5.0,1125.0,1125.0,5.0,1125.0
2098615,3,1124,3.0,3.0,3.0,1124.0,3.0,1113.7
2111965,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
2115421,31,365,31.0,31.0,365.0,365.0,31.0,365.0
2137730,31,180,31.0,31.0,180.0,180.0,31.0,180.0
2141766,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0
2187594,7,365,7.0,7.0,365.0,365.0,7.0,365.0
2198232,2,7,2.0,2.0,7.0,7.0,2.0,7.0
2241084,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
2241400,10,120,10.0,10.0,120.0,120.0,10.0,120.0
2257433,31,374,31.0,31.0,1125.0,1125.0,31.0,1125.0
2257488,31,730,31.0,31.0,1125.0,1125.0,31.0,1125.0
2259215,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
2263350,31,365,31.0,31.0,31.0,1125.0,31.0,405.4
2277705,3,60,3.0,3.0,1125.0,1125.0,3.0,1125.0
2304761,31,365,31.0,31.0,365.0,365.0,31.0,365.0
2308259,3,365,3.0,3.0,365.0,365.0,3.0,365.0
2308761,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0
2318183,2,90,1.0,2.0,90.0,90.0,1.9,90.0
2343987,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0
2346018,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
2351587,31,600,31.0,31.0,1125.0,1125.0,31.0,1125.0
2361802,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0
2365726,1,45,1.0,1.0,1125.0,1125.0,1.0,1125.0
2371799,31,1125,31.0,31.0,1.0,1125.0,31.0,1023.0
2380536,31,180,31.0,31.0,180.0,180.0,31.0,180.0
2466942,7,30,7.0,7.0,30.0,30.0,7.0,30.0
2468252,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
2476761,31,1000,31.0,31.0,1000.0,1000.0,31.0,1000.0
2477325,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
2477330,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
2479145,120,1125,120.0,120.0,1125.0,1125.0,120.0,1125.0
2483191,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
2501387,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
2501531,2,7,2.0,2.0,7.0,7.0,2.0,7.0
2516656,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
2523708,31,360,31.0,31.0,360.0,360.0,31.0,360.0
2538828,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
2543133,2,45,2.0,2.0,1125.0,1125.0,2.0,1125.0
2547672,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
2551952,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
2657916,31,365,31.0,31.0,365.0,365.0,31.0,365.0
2685655,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0
2690487,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
2694647,31,450,31.0,31.0,1125.0,1125.0,31.0,1125.0
2791050,2,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0
2874685,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0
2897706,1,10,1.0,1.0,10.0,10.0,1.0,10.0
2950354,60,1125,60.0,60.0,1125.0,1125.0,60.0,1125.0
2964999,31,720,7.0,31.0,720.0,720.0,30.3,720.0
3011894,31,90,31.0,31.0,90.0,90.0,31.0,90.0
3103276,2,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0
3119991,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
3136813,3,29,3.0,3.0,1125.0,1125.0,3.0,1125.0
3175218,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0
3199232,2,7,2.0,2.0,1125.0,1125.0,2.0,1125.0
3201115,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
3237702,31,1120,31.0,31.0,1120.0,1120.0,31.0,1120.0
3272654,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
3317645,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
3410285,31,90,31.0,31.0,90.0,90.0,31.0,90.0
3457199,180,1125,180.0,180.0,1125.0,1125.0,180.0,1125.0
3544432,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0
3601131,2,30,2.0,2.0,30.0,30.0,2.0,30.0
3604624,31,365,31.0,31.0,365.0,365.0,31.0,365.0
3627430,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0
3633359,2,10,2.0,2.0,10.0,10.0,2.0,10.0
3635540,3,30,3.0,3.0,1125.0,1125.0,3.0,1125.0
3645740,31,1124,31.0,31.0,1124.0,1124.0,31.0,1124.0
3651862,2,29,2.0,2.0,1125.0,1125.0,2.0,1125.0
3674676,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
3698666,90,1125,90.0,90.0,1125.0,1125.0,90.0,1125.0
3700395,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
3743036,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
3760995,31,365,31.0,31.0,365.0,365.0,31.0,365.0
3761001,31,365,31.0,31.0,365.0,365.0,31.0,365.0
3789313,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
3806145,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
3810218,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
3821950,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
3822015,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
3822053,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
3822134,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
3851703,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
3861766,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0
3897112,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
3898306,31,1125,31.0,31.0,31.0,1125.0,31.0,400.3
3907276,31,1124,31.0,31.0,1125.0,1125.0,31.0,1125.0
3912498,31,395,31.0,31.0,395.0,395.0,31.0,395.0
3914048,31,80,31.0,31.0,80.0,80.0,31.0,80.0
3964658,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
3996972,31,65,31.0,31.0,365.0,365.0,31.0,365.0
3997598,3,30,3.0,3.0,30.0,30.0,3.0,30.0
4022565,20,765,20.0,20.0,1125.0,1125.0,20.0,1125.0
4024085,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
4025236,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
4025438,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
4033904,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
4054129,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
4055607,3,30,3.0,3.0,1125.0,1125.0,3.0,1125.0
4083095,3,20,3.0,3.0,1125.0,1125.0,3.0,1125.0
4085972,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
4092017,31,1125,31.0,31.0,2.0,1125.0,31.0,1076.2
4204367,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
4218583,20,715,20.0,31.0,1125.0,1125.0,27.8,1125.0
4231934,1,29,1.0,1.0,1125.0,1125.0,1.0,1125.0
4244705,2,1125,1.0,2.0,29.0,1125.0,2.0,1102.3
4284144,3,90,2.0,3.0,1125.0,1125.0,2.6,1125.0
4286181,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
4301665,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0
4325533,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
4359352,31,90,31.0,31.0,90.0,90.0,31.0,90.0
4408378,2,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0
4411488,20,765,5.0,20.0,1125.0,1125.0,19.3,1125.0
4417414,31,364,31.0,31.0,364.0,364.0,31.0,364.0
4420920,1,1125,1.0,2.0,1125.0,1125.0,1.1,1125.0
4427874,31,365,31.0,31.0,365.0,365.0,31.0,365.0
4447266,31,1125,31.0,31.0,2.0,1125.0,31.0,1076.2
4468741,60,70,60.0,60.0,70.0,70.0,60.0,70.0
4482916,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
4482945,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
4535738,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
4545885,1,35,1.0,1.0,35.0,35.0,1.0,35.0
4552932,2,1125,2.0,3.0,1125.0,1125.0,2.1,1125.0
4565447,3,59,3.0,3.0,1125.0,1125.0,3.0,1125.0
4574014,4,55,4.0,4.0,55.0,55.0,4.0,55.0
4579903,31,500,31.0,31.0,500.0,500.0,31.0,500.0
4580159,31,500,31.0,31.0,500.0,500.0,31.0,500.0
4604357,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
4605036,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
4616068,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
4622571,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
4634946,1,7,1.0,1.0,7.0,7.0,1.0,7.0
4635196,31,90,31.0,31.0,90.0,90.0,31.0,90.0
4645378,3,90,3.0,3.0,1125.0,1125.0,3.0,1125.0
4708026,30,360,30.0,30.0,360.0,360.0,30.0,360.0
4758676,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
4764483,185,200,185.0,185.0,1125.0,1125.0,185.0,1125.0
4767589,1,1125,1.0,5.0,1125.0,1125.0,3.7,1125.0
4782976,91,120,91.0,91.0,120.0,120.0,91.0,120.0
4789751,31,90,31.0,31.0,1125.0,1125.0,31.0,1125.0
4801046,2,60,1.0,2.0,1125.0,1125.0,2.0,1125.0
4841217,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
4848799,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
4860800,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
4881590,2,30,2.0,2.0,30.0,30.0,2.0,30.0
4887569,365,365,365.0,365.0,365.0,365.0,365.0,365.0
4901758,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
4922023,31,1000,31.0,31.0,1125.0,1125.0,31.0,1125.0
4924193,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
4928685,1,7,1.0,2.0,7.0,7.0,1.9,7.0
4936102,31,120,31.0,31.0,1125.0,1125.0,31.0,1125.0
4943572,31,90,31.0,31.0,1125.0,1125.0,31.0,1125.0
4948442,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
4978586,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
4978657,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
5003334,180,1125,180.0,180.0,1125.0,1125.0,180.0,1125.0
5012334,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
5014903,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
5015395,65,1125,65.0,65.0,1125.0,1125.0,65.0,1125.0
5018679,60,1125,8.0,60.0,1125.0,1125.0,58.8,1125.0
5026926,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
5030765,2,100,2.0,2.0,100.0,100.0,2.0,100.0
5030785,2,30,2.0,2.0,30.0,30.0,2.0,30.0
5051005,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
5066458,2,60,2.0,2.0,60.0,60.0,2.0,60.0
5075773,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
5076606,7,765,1.0,7.0,1125.0,1125.0,6.9,1125.0
5082818,2,31,2.0,2.0,31.0,31.0,2.0,31.0
5089725,31,65,31.0,31.0,365.0,365.0,31.0,365.0
5111311,3,365,3.0,3.0,365.0,365.0,3.0,365.0
5132940,2,1124,2.0,2.0,1124.0,1124.0,2.0,1124.0
5140121,1,2,1.0,1.0,2.0,2.0,1.0,2.0
5145487,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
5154288,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
5156582,1,5,1.0,1.0,5.0,5.0,1.0,5.0
5166322,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
5195346,31,365,31.0,31.0,365.0,365.0,31.0,365.0
5239084,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
5262416,3,30,3.0,3.0,1125.0,1125.0,3.0,1125.0
5278479,2,1125,2.0,4.0,1125.0,1125.0,3.2,1125.0
5286261,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
5318112,2,1125,1.0,2.0,1125.0,1125.0,1.9,1125.0
5354872,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
5372128,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
5405384,3,60,3.0,3.0,60.0,60.0,3.0,60.0
5405966,3,90,3.0,3.0,90.0,90.0,3.0,90.0
5560185,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
5592949,2,1125,2.0,2.0,29.0,1125.0,2.0,1087.2
5593096,2,1125,1.0,2.0,29.0,1125.0,2.0,1084.7
5660850,31,60,31.0,31.0,60.0,60.0,31.0,60.0
5661282,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
5755232,2,29,2.0,3.0,1125.0,1125.0,2.0,1125.0
5780038,1,28,1.0,2.0,1125.0,1125.0,1.3,1125.0
5790254,3,1125,3.0,7.0,1125.0,1125.0,3.2,1125.0
5825904,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
5834173,2,1125,1.0,14.0,1125.0,1125.0,11.4,1125.0
5847593,2,29,2.0,2.0,1125.0,1125.0,2.0,1125.0
5862637,1,60,1.0,1.0,1125.0,1125.0,1.0,1125.0
5903980,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
5904077,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
5930511,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
5955389,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
5970323,31,180,31.0,31.0,180.0,180.0,31.0,180.0
5985721,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
5986989,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
6004138,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
6027248,31,1125,31.0,31.0,5.0,1125.0,31.0,1046.0
6047219,31,60,31.0,31.0,60.0,60.0,31.0,60.0
6047348,58,60,58.0,58.0,60.0,60.0,58.0,60.0
6049863,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0
6066863,2,1125,2.0,4.0,1125.0,1125.0,3.2,1125.0
6072414,7,14,6.0,7.0,7.0,14.0,7.0,13.8
6091385,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
6103261,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0
6118082,25,1125,7.0,25.0,1125.0,1125.0,24.5,1125.0
6128357,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
6133914,31,120,31.0,31.0,120.0,120.0,31.0,120.0
6155371,70,1125,70.0,70.0,1125.0,1125.0,70.0,1125.0
6157551,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
6200202,31,60,31.0,31.0,60.0,60.0,31.0,60.0
6227307,3,1125,3.0,3.0,4.0,1125.0,3.0,1114.7
6247860,1,1125,1.0,2.0,1125.0,1125.0,1.3,1125.0
6327064,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
6331663,3,30,3.0,3.0,1125.0,1125.0,3.0,1125.0
6333552,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
6334405,15,100,15.0,15.0,1125.0,1125.0,15.0,1125.0
6355197,13,680,13.0,13.0,680.0,680.0,13.0,680.0
6374588,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0
6389428,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
6404202,1,100,1.0,1.0,1125.0,1125.0,1.0,1125.0
6424291,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0
6431931,365,700,365.0,365.0,1125.0,1125.0,365.0,1125.0
6438519,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
6479337,31,32,31.0,31.0,32.0,32.0,31.0,32.0
6490357,31,365,31.0,31.0,365.0,365.0,31.0,365.0
6501477,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
6516520,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
6557100,31,500,31.0,31.0,500.0,500.0,31.0,500.0
6569449,7,1125,4.0,7.0,3.0,1125.0,6.7,264.4
6590621,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
6598691,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
6627551,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
6674537,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
6677616,180,365,180.0,180.0,365.0,365.0,180.0,365.0
6690084,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
6717232,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0
6746916,2,120,2.0,31.0,120.0,120.0,2.8,120.0
6832557,3,1125,2.0,3.0,1125.0,1125.0,3.0,1125.0
6835726,3,90,3.0,3.0,90.0,90.0,3.0,90.0
6836332,1,30,1.0,2.0,30.0,30.0,1.3,30.0
6881428,1,14,1.0,2.0,1125.0,1125.0,1.3,1125.0
6881600,1,1125,1.0,2.0,1125.0,1125.0,1.3,1125.0
6913597,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
6956685,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
6968949,31,1125,31.0,31.0,2.0,1125.0,31.0,1071.1
6969950,31,1125,31.0,31.0,5.0,1125.0,31.0,1046.0
7020322,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
7076206,31,150,31.0,31.0,1125.0,1125.0,31.0,1125.0
7090899,1,9999999,1.0,1.0,9999999.0,9999999.0,1.0,9999999.0
7109996,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
7181782,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
7220755,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
7245977,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
7259793,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0
7290056,2,29,2.0,2.0,1125.0,1125.0,2.0,1125.0
7319641,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
7384867,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
7385563,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
7387956,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
7438473,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
7452083,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
7547751,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
7559867,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
7626430,70,1125,70.0,70.0,1125.0,1125.0,70.0,1125.0
7629788,31,1125,31.0,31.0,2.0,1125.0,31.0,1071.1
7660850,10,30,10.0,10.0,1125.0,1125.0,10.0,1125.0
7677038,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
7677423,31,40,31.0,31.0,1125.0,1125.0,31.0,1125.0
7714870,1,28,1.0,1.0,28.0,28.0,1.0,28.0
7714880,1,29,1.0,1.0,1125.0,1125.0,1.0,1125.0
7725828,1,1125,1.0,30.0,2.0,1125.0,4.4,1076.2
7733964,7,365,7.0,30.0,1125.0,1125.0,14.7,1125.0
7744854,31,93,31.0,31.0,93.0,93.0,31.0,93.0
7800582,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
7801335,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
7826994,31,120,31.0,31.0,120.0,120.0,31.0,120.0
7930288,31,500,31.0,31.0,500.0,500.0,31.0,500.0
7931456,31,1125,31.0,31.0,1.0,1125.0,31.0,1023.0
7952701,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
7968494,2,99,2.0,2.0,99.0,99.0,2.0,99.0
7982044,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0
7990478,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
7997888,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
8072054,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
8078444,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
8118612,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
8125413,31,365,31.0,31.0,365.0,365.0,31.0,365.0
8165340,31,500,31.0,31.0,500.0,500.0,31.0,500.0
8190920,3,1125,3.0,6.0,1125.0,1125.0,3.8,1125.0
8206306,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
8292724,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
8300958,2,30,2.0,2.0,30.0,30.0,2.0,30.0
8301945,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
8309843,59,1125,59.0,59.0,1125.0,1125.0,59.0,1125.0
8339618,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
8347485,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
8353034,2,29,1.0,2.0,29.0,29.0,2.0,29.0
8362811,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
8363399,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0
8372234,3,30,3.0,3.0,30.0,30.0,3.0,30.0
8381345,7,177,7.0,7.0,177.0,177.0,7.0,177.0
8397296,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
8404345,2,30,2.0,2.0,30.0,30.0,2.0,30.0
8409891,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
8419348,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
8424836,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0
8440178,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
8445816,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
8479494,1,7,1.0,2.0,7.0,7.0,1.3,7.0
8488518,32,60,32.0,32.0,1125.0,1125.0,32.0,1125.0
8550351,3,28,3.0,3.0,1125.0,1125.0,3.0,1125.0
8565538,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
8581470,2,30,2.0,2.0,30.0,30.0,2.0,30.0
8606256,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0
8606488,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
8608311,2,20,2.0,2.0,1125.0,1125.0,2.0,1125.0
8616083,31,60,31.0,31.0,60.0,60.0,31.0,60.0
8645356,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
8645554,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
8645700,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
8646332,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
8646530,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0
